Allergy,Age_Type,Food_Type,Food_Item,Amount_Taken,Symptoms
Potato Allergy,Children / Adolescents,Vegetable,Potato,Large Amount,"['Tingling sensation on your lips', 'Sneezing and Runny nose', 'A little drop in blood pressure']"
Potato Allergy,Children / Adolescents,Vegetable,Potato,Small Amount,"['Tingling sensation on your lips', 'Sneezing and Runny nose', 'A little drop in blood pressure']"
Potato Allergy,Children / Adolescents,Vegetable,Sweet potato,Large Amount,"['Tingling sensation on your lips', 'Sneezing and Runny nose', 'A little drop in blood pressure']"
Potato Allergy,Children / Adolescents,Vegetable,Sweet potato,Small Amount,"['Tingling sensation on your lips', 'Sneezing and Runny nose', 'A little drop in blood pressure']"
Potato Allergy,Infant / Toddlers,Vegetable,Potato,Large Amount,"['Tingling sensation on your lips', 'Sneezing and Runny nose', 'A little drop in blood pressure']"
Potato Allergy,Infant / Toddlers,Vegetable,Potato,Small Amount,"['Tingling sensation on your lips', 'Sneezing and Runny nose', 'A little drop in blood pressure']"
Potato Allergy,Infant / Toddlers,Vegetable,Sweet potato,Large Amount,"['Tingling sensation on your lips', 'Sneezing and Runny nose', 'A little drop in blood pressure']"
Potato Allergy,Infant / Toddlers,Vegetable,Sweet potato,Small Amount,"['Tingling sensation on your lips', 'Sneezing and Runny nose', 'A little drop in blood pressure']"
Poultry Allergy,Adult,Poultry,Eggs,Large Amount,"['Irritated, red skin, or an eczema-like rash', 'Skin inflammation/burning', 'Bloating', 'Chest tightness', 'Nasal congestion/runny nose', 'Rapid pulse', 'Loss of consciousness']"
Poultry Allergy,Adult,Poultry,Eggs,Small Amount,"['Irritated, red skin, or an eczema-like rash', 'Skin inflammation/burning', 'Bloating', 'Chest tightness', 'Nasal congestion/runny nose', 'Rapid pulse', 'Loss of consciousness']"
Poultry Allergy,Children / Adolescents,Poultry,Eggs,Large Amount,"['Irritated, red skin, or an eczema-like rash', 'Skin inflammation/burning', 'Bloating', 'Chest tightness', 'Nasal congestion/runny nose', 'Rapid pulse', 'Loss of consciousness']"
Poultry Allergy,Children / Adolescents,Poultry,Eggs,Small Amount,"['Irritated, red skin, or an eczema-like rash', 'Skin inflammation/burning', 'Bloating', 'Chest tightness', 'Nasal congestion/runny nose', 'Rapid pulse', 'Loss of consciousness']"
Poultry Allergy,Infant / Toddlers,Poultry,Eggs,Large Amount,"['Irritated, red skin, or an eczema-like rash', 'Skin inflammation/burning', 'Bloating']"
Poultry Allergy,Infant / Toddlers,Poultry,Eggs,Small Amount,"['Irritated, red skin, or an eczema-like rash', 'Skin inflammation/burning', 'Bloating']"
Salicylate Allergy,Adult,Fruit,Strawberry,Large Amount,"['Stuffy nose', 'Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Salicylate Allergy,Adult,Fruit,Strawberry,Small Amount,"['Stuffy nose', 'Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Salicylate Allergy,Adult,Vegetable,Cauliflower,Large Amount,"['Stuffy nose', 'Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Salicylate Allergy,Adult,Vegetable,Cauliflower,Small Amount,"['Stuffy nose', 'Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Salicylate Allergy,Adult,Vegetable,Cucumber,Large Amount,"['Stuffy nose', 'Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Salicylate Allergy,Adult,Vegetable,Cucumber,Small Amount,"['Stuffy nose', 'Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Salicylate Allergy,Adult,Vegetable,Egg plant,Large Amount,"['Stuffy nose', 'Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Salicylate Allergy,Adult,Vegetable,Egg plant,Small Amount,"['Stuffy nose', 'Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Salicylate Allergy,Adult,Vegetable,Peppers,Large Amount,"['Stuffy nose', 'Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Salicylate Allergy,Adult,Vegetable,Peppers,Small Amount,"['Stuffy nose', 'Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Salicylate Allergy,Children / Adolescents,Fruit,Strawberry,Large Amount,"['Stuffy nose', 'Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Salicylate Allergy,Children / Adolescents,Fruit,Strawberry,Small Amount,"['Stuffy nose', 'Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Salicylate Allergy,Children / Adolescents,Vegetable,Cauliflower,Large Amount,"['Stuffy nose', 'Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Salicylate Allergy,Children / Adolescents,Vegetable,Cauliflower,Small Amount,"['Stuffy nose', 'Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Salicylate Allergy,Children / Adolescents,Vegetable,Cucumber,Large Amount,"['Stuffy nose', 'Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Salicylate Allergy,Children / Adolescents,Vegetable,Cucumber,Small Amount,"['Stuffy nose', 'Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Salicylate Allergy,Children / Adolescents,Vegetable,Egg plant,Large Amount,"['Stuffy nose', 'Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Salicylate Allergy,Children / Adolescents,Vegetable,Egg plant,Small Amount,"['Stuffy nose', 'Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Salicylate Allergy,Children / Adolescents,Vegetable,Peppers,Large Amount,"['Stuffy nose', 'Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Salicylate Allergy,Children / Adolescents,Vegetable,Peppers,Small Amount,"['Stuffy nose', 'Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Salicylate Allergy,Infant / Toddlers,Fruit,Strawberry,Large Amount,"['Stuffy nose', 'Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Salicylate Allergy,Infant / Toddlers,Fruit,Strawberry,Small Amount,"['Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Salicylate Allergy,Infant / Toddlers,Vegetable,Cauliflower,Large Amount,"['Stuffy nose', 'Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Salicylate Allergy,Infant / Toddlers,Vegetable,Cauliflower,Small Amount,"['Stuffy nose', 'Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Salicylate Allergy,Infant / Toddlers,Vegetable,Cucumber,Large Amount,"['Stuffy nose', 'Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Salicylate Allergy,Infant / Toddlers,Vegetable,Cucumber,Small Amount,"['Stuffy nose', 'Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Salicylate Allergy,Infant / Toddlers,Vegetable,Egg plant,Large Amount,"['Stuffy nose', 'Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Salicylate Allergy,Infant / Toddlers,Vegetable,Egg plant,Small Amount,"['Stuffy nose', 'Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Salicylate Allergy,Infant / Toddlers,Vegetable,Peppers,Large Amount,"['Stuffy nose', 'Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Salicylate Allergy,Infant / Toddlers,Vegetable,Peppers,Small Amount,"['Stuffy nose', 'Sinus infection and inflammation', 'Nasal and sinus polyps', 'Gas or Diarrhea', 'Gut inflammation (colitis)', 'Tissue swelling']"
Shellfish Allergy,Adult,SeaFood,Crabs,Large Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Adult,SeaFood,Crabs,Small Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Adult,SeaFood,Crustaceans ,Large Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Adult,SeaFood,Crustaceans ,Small Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Adult,SeaFood,Cuttlefish,Large Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Adult,SeaFood,Cuttlefish,Small Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Adult,SeaFood,Mollusks,Large Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Adult,SeaFood,Mollusks,Small Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Adult,SeaFood,Prawns,Large Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Adult,SeaFood,Prawns,Small Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Adult,SeaFood,Shellfish,Large Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Adult,SeaFood,Shellfish,Small Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Children / Adolescents,SeaFood,Crabs,Large Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Children / Adolescents,SeaFood,Crabs,Small Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Children / Adolescents,SeaFood,Crustaceans ,Large Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Children / Adolescents,SeaFood,Crustaceans ,Small Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Children / Adolescents,SeaFood,Cuttlefish,Large Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Children / Adolescents,SeaFood,Cuttlefish,Small Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Children / Adolescents,SeaFood,Mollusks,Large Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Children / Adolescents,SeaFood,Mollusks,Small Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Children / Adolescents,SeaFood,Prawns,Large Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Children / Adolescents,SeaFood,Prawns,Small Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Children / Adolescents,SeaFood,Shellfish,Large Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Children / Adolescents,SeaFood,Shellfish,Small Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Infant / Toddlers,SeaFood,Crabs,Large Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Infant / Toddlers,SeaFood,Crabs,Small Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Infant / Toddlers,SeaFood,Crustaceans ,Large Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Infant / Toddlers,SeaFood,Crustaceans ,Small Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Infant / Toddlers,SeaFood,Cuttlefish,Large Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Infant / Toddlers,SeaFood,Cuttlefish,Small Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Infant / Toddlers,SeaFood,Mollusks,Large Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Infant / Toddlers,SeaFood,Mollusks,Small Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Infant / Toddlers,SeaFood,Prawns,Large Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Infant / Toddlers,SeaFood,Prawns,Small Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Infant / Toddlers,SeaFood,Shellfish,Large Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
Shellfish Allergy,Infant / Toddlers,SeaFood,Shellfish,Small Amount,"['Reddened Skin', 'Raised circular weals', 'Itchy skin and rash', 'Indigestion', 'Swollen, waterly eyes', 'Lightheadedness', 'Vomiting', 'Diarrhea']"
